,Neighbourhood,Venue,Venue_Category,Venue_Basic_Category,Venue_Restaurant_Count,Venue_Steakhouse_Count,Venue Latitude,Venue Longitude,Neighborhood Latitude,Neighborhood Longitude
1684,Forest Hill South,Oliver jewelry,Jewelry Store,Jewelry,0,0,43.70037360267825,-79.4076437784668,43.6935586,-79.41390229999999
1685,Forest Hill South,William P. Wilder Arena,Skating Rink,Skating,0,0,43.69183115737972,-79.40216986522972,43.6935586,-79.41390229999999
1686,Forest Hill South,TTC Stop #14355,Light Rail Station,Light,0,0,43.684911,-79.411026,43.6935586,-79.41390229999999
1687,Glenfield-Jane Heights,Pizza Banfi,Italian Restaurant,Restaurant,1,0,43.68806430141494,-79.4145471088216,43.6935586,-79.41390229999999
1688,Glenfield-Jane Heights,Aroma Espresso Bar,Café,Café,0,0,43.68816960127832,-79.41259869674182,43.6935586,-79.41390229999999
1689,Glenfield-Jane Heights,Starbucks,Coffee Shop,Coffee,0,0,43.688997709732675,-79.41280279850034,43.6935586,-79.41390229999999
1690,Glenfield-Jane Heights,Mashu Mashu Mediterranean Grill,Middle Eastern Restaurant,Middle,0,0,43.688296943178955,-79.41256340570523,43.6935586,-79.41390229999999
1691,Glenfield-Jane Heights,Kay Gardner Beltline Trail,Trail,Trail,0,0,43.700726252588964,-79.4101006611444,43.6935586,-79.41390229999999
1692,Glenfield-Jane Heights,What A Bagel,Bagel Shop,Bagel,0,0,43.688079162091796,-79.41454353308794,43.6935586,-79.41390229999999
1693,Glenfield-Jane Heights,Hero Certified Burgers,Burger Joint,Burger,0,0,43.68863093053954,-79.41263632449024,43.6935586,-79.41390229999999
1694,Glenfield-Jane Heights,TD Canada Trust,Bank,Bank,0,0,43.6893326,-79.4127508,43.6935586,-79.41390229999999
1695,Glenfield-Jane Heights,Track Fitness,Gym,Gym,0,0,43.68874446105689,-79.41260738301624,43.6935586,-79.41390229999999
1696,Glenfield-Jane Heights,St. Michael's College Field,Soccer Field,Soccer,0,0,43.68523807627148,-79.41619085668948,43.6935586,-79.41390229999999
1697,Glenfield-Jane Heights,Subway,Sandwich Place,Sandwich,0,0,43.68824675,-79.412587,43.6935586,-79.41390229999999
1698,Glenfield-Jane Heights,Second Cup,Café,Café,0,0,43.688697685124076,-79.41260118073386,43.6935586,-79.41390229999999
1699,Glenfield-Jane Heights,Freshii,Vegetarian / Vegan Restaurant,Vegetarian,0,0,43.68904719148535,-79.41281856344665,43.6935586,-79.41390229999999
1700,Glenfield-Jane Heights,Suydam Park,Park,Park,0,0,43.69042011625168,-79.41390037536621,43.6935586,-79.41390229999999
1701,Glenfield-Jane Heights,Studio Lagree,Gym / Fitness Center,Gym,0,0,43.689111262860905,-79.41257145698053,43.6935586,-79.41390229999999
1702,Glenfield-Jane Heights,Cobs Bread,Bakery,Bakery,0,0,43.6890549742118,-79.41284265183978,43.6935586,-79.41390229999999
1703,Glenfield-Jane Heights,Hope Street Cafe,Café,Café,0,0,43.688757352887215,-79.41242575615041,43.6935586,-79.41390229999999
1704,Glenfield-Jane Heights,Greenhouse Juice,Juice Bar,Juice,0,0,43.688751194854845,-79.41249721204325,43.6935586,-79.41390229999999
1705,Glenfield-Jane Heights,Francesca's Salon,Salon / Barbershop,Salon,0,0,43.68863950126384,-79.41300839489382,43.6935586,-79.41390229999999
1706,Glenfield-Jane Heights,Sushi Lovers,Sushi Restaurant,Restaurant,1,0,43.68804410167202,-79.41452981822673,43.6935586,-79.41390229999999
1707,Glenfield-Jane Heights,Spadina Park,Park,Park,0,0,43.68853913429841,-79.40862202416405,43.6935586,-79.41390229999999
1708,Glenfield-Jane Heights,Forest Hill Road Park,Park,Park,0,0,43.69794474434431,-79.4066047668457,43.6935586,-79.41390229999999
1709,Glenfield-Jane Heights,UCC summer camps,Skating Rink,Skating,0,0,43.69152798314834,-79.40343836255039,43.6935586,-79.41390229999999
1710,Glenfield-Jane Heights,Nikko Sushi Japenese Restaurant,Sushi Restaurant,Restaurant,1,0,43.700443369880006,-79.40795690464067,43.6935586,-79.41390229999999
1711,Glenfield-Jane Heights,Oliver jewelry,Jewelry Store,Jewelry,0,0,43.70037360267825,-79.4076437784668,43.6935586,-79.41390229999999
1712,Glenfield-Jane Heights,William P. Wilder Arena,Skating Rink,Skating,0,0,43.69183115737972,-79.40216986522972,43.6935586,-79.41390229999999
1713,Glenfield-Jane Heights,TTC Stop #14355,Light Rail Station,Light,0,0,43.684911,-79.411026,43.6935586,-79.41390229999999
1714,Greenwood-Coxwell,Pizza Banfi,Italian Restaurant,Restaurant,1,0,43.68806430141494,-79.4145471088216,43.6935586,-79.41390229999999
1715,Greenwood-Coxwell,Aroma Espresso Bar,Café,Café,0,0,43.68816960127832,-79.41259869674182,43.6935586,-79.41390229999999
1716,Greenwood-Coxwell,Starbucks,Coffee Shop,Coffee,0,0,43.688997709732675,-79.41280279850034,43.6935586,-79.41390229999999
1717,Greenwood-Coxwell,Mashu Mashu Mediterranean Grill,Middle Eastern Restaurant,Middle,0,0,43.688296943178955,-79.41256340570523,43.6935586,-79.41390229999999
1718,Greenwood-Coxwell,Kay Gardner Beltline Trail,Trail,Trail,0,0,43.700726252588964,-79.4101006611444,43.6935586,-79.41390229999999
1719,Greenwood-Coxwell,What A Bagel,Bagel Shop,Bagel,0,0,43.688079162091796,-79.41454353308794,43.6935586,-79.41390229999999
1720,Greenwood-Coxwell,Hero Certified Burgers,Burger Joint,Burger,0,0,43.68863093053954,-79.41263632449024,43.6935586,-79.41390229999999
1721,Greenwood-Coxwell,TD Canada Trust,Bank,Bank,0,0,43.6893326,-79.4127508,43.6935586,-79.41390229999999
1722,Greenwood-Coxwell,Track Fitness,Gym,Gym,0,0,43.68874446105689,-79.41260738301624,43.6935586,-79.41390229999999
1723,Greenwood-Coxwell,St. Michael's College Field,Soccer Field,Soccer,0,0,43.68523807627148,-79.41619085668948,43.6935586,-79.41390229999999
1724,Greenwood-Coxwell,Subway,Sandwich Place,Sandwich,0,0,43.68824675,-79.412587,43.6935586,-79.41390229999999
1725,Greenwood-Coxwell,Second Cup,Café,Café,0,0,43.688697685124076,-79.41260118073386,43.6935586,-79.41390229999999
1726,Greenwood-Coxwell,Freshii,Vegetarian / Vegan Restaurant,Vegetarian,0,0,43.68904719148535,-79.41281856344665,43.6935586,-79.41390229999999
1727,Greenwood-Coxwell,Suydam Park,Park,Park,0,0,43.69042011625168,-79.41390037536621,43.6935586,-79.41390229999999
1728,Greenwood-Coxwell,Studio Lagree,Gym / Fitness Center,Gym,0,0,43.689111262860905,-79.41257145698053,43.6935586,-79.41390229999999
1729,Greenwood-Coxwell,Cobs Bread,Bakery,Bakery,0,0,43.6890549742118,-79.41284265183978,43.6935586,-79.41390229999999
1730,Greenwood-Coxwell,Hope Street Cafe,Café,Café,0,0,43.688757352887215,-79.41242575615041,43.6935586,-79.41390229999999
1731,Greenwood-Coxwell,Greenhouse Juice,Juice Bar,Juice,0,0,43.688751194854845,-79.41249721204325,43.6935586,-79.41390229999999
1732,Greenwood-Coxwell,Francesca's Salon,Salon / Barbershop,Salon,0,0,43.68863950126384,-79.41300839489382,43.6935586,-79.41390229999999
1733,Greenwood-Coxwell,Sushi Lovers,Sushi Restaurant,Restaurant,1,0,43.68804410167202,-79.41452981822673,43.6935586,-79.41390229999999
1734,Greenwood-Coxwell,Spadina Park,Park,Park,0,0,43.68853913429841,-79.40862202416405,43.6935586,-79.41390229999999
1735,Greenwood-Coxwell,Forest Hill Road Park,Park,Park,0,0,43.69794474434431,-79.4066047668457,43.6935586,-79.41390229999999
1736,Greenwood-Coxwell,UCC summer camps,Skating Rink,Skating,0,0,43.69152798314834,-79.40343836255039,43.6935586,-79.41390229999999
1737,Greenwood-Coxwell,Nikko Sushi Japenese Restaurant,Sushi Restaurant,Restaurant,1,0,43.700443369880006,-79.40795690464067,43.6935586,-79.41390229999999
1738,Greenwood-Coxwell,Oliver jewelry,Jewelry Store,Jewelry,0,0,43.70037360267825,-79.4076437784668,43.6935586,-79.41390229999999
1739,Greenwood-Coxwell,William P. Wilder Arena,Skating Rink,Skating,0,0,43.69183115737972,-79.40216986522972,43.6935586,-79.41390229999999
1740,Greenwood-Coxwell,TTC Stop #14355,Light Rail Station,Light,0,0,43.684911,-79.411026,43.6935586,-79.41390229999999
1741,Guildwood,Guildwood Park,Park,Park,0,0,43.74785649414383,-79.19189886954767,43.754898499999996,-79.1977755
1742,Guildwood,Tim Hortons,Coffee Shop,Coffee,0,0,43.74655860548154,-79.20025706291199,43.754898499999996,-79.1977755
1743,Guildwood,Guildwood GO Station,Train Station,Train,0,0,43.754976871435844,-79.19837243831087,43.754898499999996,-79.1977755
1744,Guildwood,Valumart,Grocery Store,Grocery,0,0,43.746873559776546,-79.20100058045877,43.754898499999996,-79.1977755
1745,Guildwood,Subway,Sandwich Place,Sandwich,0,0,43.747176,-79.199616,43.754898499999996,-79.1977755
1746,Guildwood,Via. Rail 651,Moving Target,Moving,0,0,43.75533110215824,-79.1970722507657,43.754898499999996,-79.1977755
1747,Guildwood,VIA Rail Guildwood,Train Station,Train,0,0,43.75506979950294,-79.1980143375963,43.754898499999996,-79.1977755
1748,Guildwood,U-Haul Moving & Storage at Kingston Rd,Storage Facility,Storage,0,0,43.756449453312506,-79.19935584068298,43.754898499999996,-79.1977755
1749,Guildwood,The Guild Inn,Hotel,Hotel,0,0,43.74822876891375,-79.19233412766378,43.754898499999996,-79.1977755
1750,Guildwood,Guildwood Village Park,Park,Park,0,0,43.74753812127272,-79.20163384688436,43.754898499999996,-79.1977755
1751,Guildwood,Pizza Nova,Pizza Place,Pizza,0,0,43.747086,-79.200446,43.754898499999996,-79.1977755
1752,Guildwood,TTC Bus #116 Morningside,Bus Line,Bus,0,0,43.74738984835638,-79.20448422431944,43.754898499999996,-79.1977755
1753,Henry Farm,Starbucks,Coffee Shop,Coffee,0,0,43.7691765927899,-79.36332800023352,43.7695089,-79.35429599999999
1754,Henry Farm,Tim Hortons,Coffee Shop,Coffee,0,0,43.769059972908614,-79.3630860207423,43.7695089,-79.35429599999999
1755,Henry Farm,Tim Hortons,Coffee Shop,Coffee,0,0,43.77524918178477,-79.34773966670036,43.7695089,-79.35429599999999
1756,Henry Farm,Tim Hortons,Coffee Shop,Coffee,0,0,43.77496545188454,-79.34628456830978,43.7695089,-79.35429599999999
1757,Henry Farm,Havenbrook Park,Park,Park,0,0,43.76808775388712,-79.35562133789062,43.7695089,-79.35429599999999
1758,Henry Farm,Henry Farm Community Tennis Club,Tennis Court,Tennis,0,0,43.76766937219664,-79.35773491859435,43.7695089,-79.35429599999999
1759,Henry Farm,Oriole GO Station,Train Station,Train,0,0,43.765601333242174,-79.36452324581155,43.7695089,-79.35429599999999
1760,Henry Farm,TTC Bus 51 Leslie,Bus Line,Bus,0,0,43.77199250854572,-79.36424732208252,43.7695089,-79.35429599999999
1761,Henry Farm,Parkway Forest Park,Park,Park,0,0,43.77010250013703,-79.34277949427867,43.7695089,-79.35429599999999
1762,Henry Farm,TTC Subway Line 4 - Sheppard Line,Metro Station,Metro,0,0,43.77572425056174,-79.34572784619122,43.7695089,-79.35429599999999
1763,Henry Farm,Ardene,Women's Store,Women's,0,0,43.77688620262047,-79.34717998514216,43.7695089,-79.35429599999999
1764,High Park North,High Park,Park,Park,0,0,43.6464791690415,-79.46342468261719,43.64628135,-79.4638213811953
1765,High Park North,High Park Dog Park,Dog Run,Dog,0,0,43.646703723353525,-79.46367951411192,43.64628135,-79.4638213811953
1766,High Park North,High Park Cherry Blossoms,Scenic Lookout,Scenic,0,0,43.64474295597658,-79.46646355938095,43.64628135,-79.4638213811953
1767,High Park North,Offleash Dog Trail - High Park,Dog Run,Dog,0,0,43.64548543069719,-79.45874691009521,43.64628135,-79.4638213811953
1768,High Park North,Amphitheatre - High Park,Amphitheater,Amphitheater,0,0,43.64629284435417,-79.4623464345932,43.64628135,-79.4638213811953
1769,High Park North,Jamie Bell Adventure Playground,Playground,Playground,0,0,43.643587157480276,-79.45686273680712,43.64628135,-79.4638213811953
1770,High Park North,High Park Zoo,Zoo,Zoo,0,0,43.64346684907469,-79.46351051330566,43.64628135,-79.4638213811953
1771,High Park North,Hillside Gardens - High Park,Garden,Garden,0,0,43.64376109614824,-79.4656834956914,43.64628135,-79.4638213811953
1772,High Park North,Dream in High Park,Other Great Outdoors,Other,0,0,43.64634438621997,-79.46229215578099,43.64628135,-79.4638213811953
1773,High Park North,The Mugshot Tavern,Bar,Bar,0,0,43.65475074710892,-79.45972008673122,43.64628135,-79.4638213811953
1774,High Park North,Global Pet Food,Pet Store,Pet,0,0,43.65248625779149,-79.47046408794637,43.64628135,-79.4638213811953
1775,High Park North,Rabba Fine Foods,Convenience Store,Convenience,0,0,43.65408229951796,-79.46340677360011,43.64628135,-79.4638213811953
1776,High Park North,Starbucks,Coffee Shop,Coffee,0,0,43.65232341783989,-79.47094756690419,43.64628135,-79.4638213811953
1777,High Park North,Mackenzie's High Park,Pub,Pub,0,0,43.65298143876948,-79.46838482412966,43.64628135,-79.4638213811953
1778,High Park North,The Grenadier Restaurant,Café,Café,0,0,43.64544234373791,-79.46598246808311,43.64628135,-79.4638213811953
1779,High Park North,High Park Club,Curling Ice,Curling,0,0,43.64273436125203,-79.4541778923524,43.64628135,-79.4638213811953
1780,High Park North,High Park Swimming Pool,Pool,Pool,0,0,43.649506864207254,-79.46569919586182,43.64628135,-79.4638213811953
1781,High Park North,Pizza Hut,Pizza Place,Pizza,0,0,43.652272,-79.471873,43.64628135,-79.4638213811953
1782,High Park North,Aztec’s Mine,Mexican Restaurant,Restaurant,1,0,43.65292935473941,-79.46858398069155,43.64628135,-79.4638213811953
1783,High Park North,Lunch Box,Breakfast Spot,Breakfast,0,0,43.65470593287968,-79.45978763873431,43.64628135,-79.4638213811953
1784,High Park North,System Fitness,Gym,Gym,0,0,43.652348322402425,-79.47126007281913,43.64628135,-79.4638213811953
1785,High Park North,High Park Rink,Skating Rink,Skating,0,0,43.65037454826235,-79.46547474512889,43.64628135,-79.4638213811953
1786,High Park North,Grenadier Pond,Lake,Lake,0,0,43.641917456886986,-79.4653703696696,43.64628135,-79.4638213811953
1787,High Park North,Harry's Spring Run-Off,Park,Park,0,0,43.65170482585556,-79.4657604036737,43.64628135,-79.4638213811953
1788,High Park North,High Park Soccer Fields,Soccer Field,Soccer,0,0,43.64778790020899,-79.47299459298121,43.64628135,-79.4638213811953
1789,High Park North,Rennie Park Rink,Skating Rink,Skating,0,0,43.644299822716306,-79.47365960882213,43.64628135,-79.4638213811953
1790,High Park North,Rennie Park,Park,Park,0,0,43.64609833600449,-79.47451650534062,43.64628135,-79.4638213811953
1791,High Park North,TTC Bus #77 Swansea,Bus Line,Bus,0,0,43.645188507037865,-79.47538437955026,43.64628135,-79.4638213811953
1792,High Park North,TTC Stop #14281,Bus Stop,Bus,0,0,43.63793184264734,-79.4658023534291,43.64628135,-79.4638213811953
1793,High Park-Swansea,High Park,Park,Park,0,0,43.6464791690415,-79.46342468261719,43.6455932,-79.46531949999999
1794,High Park-Swansea,High Park Cherry Blossoms,Scenic Lookout,Scenic,0,0,43.64474295597658,-79.46646355938095,43.6455932,-79.46531949999999
1795,High Park-Swansea,High Park Dog Park,Dog Run,Dog,0,0,43.646703723353525,-79.46367951411192,43.6455932,-79.46531949999999
1796,High Park-Swansea,Offleash Dog Trail - High Park,Dog Run,Dog,0,0,43.64548543069719,-79.45874691009521,43.6455932,-79.46531949999999
1797,High Park-Swansea,Amphitheatre - High Park,Amphitheater,Amphitheater,0,0,43.64629284435417,-79.4623464345932,43.6455932,-79.46531949999999
1798,High Park-Swansea,Hillside Gardens - High Park,Garden,Garden,0,0,43.64376109614824,-79.4656834956914,43.6455932,-79.46531949999999
1799,High Park-Swansea,High Park Zoo,Zoo,Zoo,0,0,43.64346684907469,-79.46351051330566,43.6455932,-79.46531949999999
1800,High Park-Swansea,Jamie Bell Adventure Playground,Playground,Playground,0,0,43.643587157480276,-79.45686273680712,43.6455932,-79.46531949999999
1801,High Park-Swansea,Dream in High Park,Other Great Outdoors,Other,0,0,43.64634438621997,-79.46229215578099,43.6455932,-79.46531949999999
1802,High Park-Swansea,Global Pet Food,Pet Store,Pet,0,0,43.65248625779149,-79.47046408794637,43.6455932,-79.46531949999999
1803,High Park-Swansea,Starbucks,Coffee Shop,Coffee,0,0,43.65232341783989,-79.47094756690419,43.6455932,-79.46531949999999
1804,High Park-Swansea,Mackenzie's High Park,Pub,Pub,0,0,43.65298143876948,-79.46838482412966,43.6455932,-79.46531949999999
1805,High Park-Swansea,Rabba Fine Foods,Convenience Store,Convenience,0,0,43.65408229951796,-79.46340677360011,43.6455932,-79.46531949999999
1806,High Park-Swansea,The Grenadier Restaurant,Café,Café,0,0,43.64544234373791,-79.46598246808311,43.6455932,-79.46531949999999
1807,High Park-Swansea,High Park Club,Curling Ice,Curling,0,0,43.64273436125203,-79.4541778923524,43.6455932,-79.46531949999999
1808,High Park-Swansea,LCBO,Liquor Store,Liquor,0,0,43.651707310433466,-79.47427796129955,43.6455932,-79.46531949999999
1809,High Park-Swansea,High Park Swimming Pool,Pool,Pool,0,0,43.649506864207254,-79.46569919586182,43.6455932,-79.46531949999999
1810,High Park-Swansea,Pizza Hut,Pizza Place,Pizza,0,0,43.652272,-79.471873,43.6455932,-79.46531949999999
1811,High Park-Swansea,Aztec’s Mine,Mexican Restaurant,Restaurant,1,0,43.65292935473941,-79.46858398069155,43.6455932,-79.46531949999999
1812,High Park-Swansea,Tim Hortons,Coffee Shop,Coffee,0,0,43.65196934177635,-79.47351872923718,43.6455932,-79.46531949999999
1813,High Park-Swansea,Souvlaki Hut,Greek Restaurant,Restaurant,1,0,43.65154441668675,-79.47453931478424,43.6455932,-79.46531949999999
1814,High Park-Swansea,Grenadier Pond,Lake,Lake,0,0,43.641917456886986,-79.4653703696696,43.6455932,-79.46531949999999
1815,High Park-Swansea,System Fitness,Gym,Gym,0,0,43.652348322402425,-79.47126007281913,43.6455932,-79.46531949999999
1816,High Park-Swansea,High Park Rink,Skating Rink,Skating,0,0,43.65037454826235,-79.46547474512889,43.6455932,-79.46531949999999
1817,High Park-Swansea,Duck Pond,Outdoors & Recreation,Outdoors,0,0,43.643056483351806,-79.45806279338966,43.6455932,-79.46531949999999
1818,High Park-Swansea,Harry's Spring Run-Off,Park,Park,0,0,43.65170482585556,-79.4657604036737,43.6455932,-79.46531949999999
1819,High Park-Swansea,Rennie Park Rink,Skating Rink,Skating,0,0,43.644299822716306,-79.47365960882213,43.6455932,-79.46531949999999
1820,High Park-Swansea,TTC High Park Loop,Light Rail Station,Light,0,0,43.64819056387884,-79.45757483552963,43.6455932,-79.46531949999999
1821,High Park-Swansea,Rennie Park,Park,Park,0,0,43.64609833600449,-79.47451650534062,43.6455932,-79.46531949999999
1822,High Park-Swansea,Howard Park Tennis Club,Tennis Court,Tennis,0,0,43.65075494159361,-79.45907466200681,43.6455932,-79.46531949999999
1823,High Park-Swansea,TTC Stop #14281,Bus Stop,Bus,0,0,43.63793184264734,-79.4658023534291,43.6455932,-79.46531949999999
1824,High Park-Swansea,High Park Gardens,Garden,Garden,0,0,43.64914943250812,-79.45467875791209,43.6455932,-79.46531949999999
1825,High Park-Swansea,TTC Stop #14395,Light Rail Station,Light,0,0,43.63727871854096,-79.469424445009,43.6455932,-79.46531949999999
1826,High Park-Swansea,TTC Stop #14282,Light Rail Station,Light,0,0,43.63722610473633,-79.46937561035156,43.6455932,-79.46531949999999
1827,Highland Creek,Fratelli Village Pizzeria,Italian Restaurant,Restaurant,1,0,43.784008053246104,-79.16978707527669,43.790117200000005,-79.1733344
1828,Highland Creek,Shamrock Burgers,Burger Joint,Burger,0,0,43.78382252268771,-79.16840631604676,43.790117200000005,-79.1733344
1829,Highland Creek,Highland Creek,Neighborhood,Neighborhood,0,0,43.790281030437924,-79.17370319366455,43.790117200000005,-79.1733344
1830,Highland Creek,Ted's Restaurant,Breakfast Spot,Breakfast,0,0,43.78446796744621,-79.1692004571639,43.790117200000005,-79.1733344
1831,Hillcrest Village,고려삼계탕 Korean Ginseng Chicken Soup & Bibimbap,Korean Restaurant,Restaurant,1,0,43.798390946011395,-79.36918747196094,43.7996637,-79.3650189
1832,Hillcrest Village,Chatime Willowdale,Bubble Tea Shop,Bubble,0,0,43.791325874580686,-79.36750616764424,43.7996637,-79.3650189
1833,Hillcrest Village,Galati,Grocery Store,Grocery,0,0,43.797830691635156,-79.36940968153992,43.7996637,-79.3650189
1834,Hillcrest Village,Chinese Halal Restaurant 中華牛羊館,Chinese Restaurant,Restaurant,1,0,43.79127199334216,-79.36698009117329,43.7996637,-79.3650189
1835,Hillcrest Village,Cummer Park,Park,Park,0,0,43.79956364090926,-79.3711754928219,43.7996637,-79.3650189
1836,Hillcrest Village,Hot Spicy Spicy Chinese Restaurant 麻辣烫川菜馆,Szechuan Restaurant,Restaurant,1,0,43.791342761629494,-79.3674938814755,43.7996637,-79.3650189
1837,Hillcrest Village,Tim Hortons,Coffee Shop,Coffee,0,0,43.798945016733555,-79.36964392662048,43.7996637,-79.3650189
1838,Hillcrest Village,TD Canada Trust,Bank,Bank,0,0,43.7984661,-79.368832,43.7996637,-79.3650189
1839,Hillcrest Village,Pizza Pizza,Pizza Place,Pizza,0,0,43.79907859752626,-79.36944887924933,43.7996637,-79.3650189
1840,Hillcrest Village,Subway,Sandwich Place,Sandwich,0,0,43.799046757257,-79.36943777316185,43.7996637,-79.3650189
1841,Hillcrest Village,Shoppers Drug Mart,Pharmacy,Pharmacy,0,0,43.798797689788,-79.36941141204936,43.7996637,-79.3650189
1842,Hillcrest Village,Paradise Fine Chinese Dining 世外桃園新派優雅食府,Chinese Restaurant,Restaurant,1,0,43.79126996727257,-79.36767919435668,43.7996637,-79.3650189
1843,Hillcrest Village,Finch & Leslie Square 利是商場,Shopping Mall,Shopping,0,0,43.791390556480884,-79.36760103406071,43.7996637,-79.3650189
1844,Hillcrest Village,Old Cummer GO Station,Train Station,Train,0,0,43.79359013078687,-79.3695181001924,43.7996637,-79.3650189
1845,Hillcrest Village,Sunny Supermarket 陽光超級市場,Supermarket,Supermarket,0,0,43.790898490216215,-79.36697747944932,43.7996637,-79.3650189
1846,Hillcrest Village,Woodbrooke Estate,Residential Building (Apartment / Condo),Residential,0,0,43.802067347853196,-79.35434683847974,43.7996637,-79.3650189
1847,Hillcrest Village,McNicoll Park,Park,Park,0,0,43.79899405528827,-79.35283981009718,43.7996637,-79.3650189
1848,Humber Heights-Westmount,Plant World,Hardware Store,Hardware,0,0,43.683627,-79.522305,43.6869607,-79.5133431
1849,Humber Heights-Westmount,LaRose Bakery,Bakery,Bakery,0,0,43.6868346398581,-79.52443561640371,43.6869607,-79.5133431
1850,Humber Heights-Westmount,Pizza Pizza,Pizza Place,Pizza,0,0,43.68525618478996,-79.5235824225805,43.6869607,-79.5133431
1851,Humber Heights-Westmount,Ukranian Canadian Memorial Park,Park,Park,0,0,43.68502041988872,-79.51172590255737,43.6869607,-79.5133431
1852,Humber Heights-Westmount,Fountains of Edenbridge,Plaza,Plaza,0,0,43.68349324763259,-79.51156411966787,43.6869607,-79.5133431
1853,Humber Heights-Westmount,Mac's Milk,Convenience Store,Convenience,0,0,43.68557185191021,-79.52369771156515,43.6869607,-79.5133431
1854,Humber Heights-Westmount,Zaza Espresso Bar,Café,Café,0,0,43.686913866963636,-79.52413141644065,43.6869607,-79.5133431
1855,Humber Heights-Westmount,Moxie's Classic Grill,Restaurant,Restaurant,0,0,43.68687,-79.524454,43.6869607,-79.5133431
1856,Humber Summit,Yo Amo Tacos,Mexican Restaurant,Restaurant,1,0,43.764782,-79.576336,43.7600778,-79.5717598
1857,Humber Summit,Tim Hortons,Coffee Shop,Coffee,0,0,43.76451531469489,-79.57602400000002,43.7600778,-79.5717598
1858,Humber Summit,Sharks Sports Club,Sports Bar,Sports,0,0,43.76448059019354,-79.57433005481566,43.7600778,-79.5717598
1859,Humber Summit,Rabba Fine Foods,Convenience Store,Convenience,0,0,43.75919983504418,-79.58301923378089,43.7600778,-79.5717598
1860,Humbermede,Yo Amo Tacos,Mexican Restaurant,Restaurant,1,0,43.764782,-79.576336,43.7600778,-79.5717598
1861,Humbermede,Tim Hortons,Coffee Shop,Coffee,0,0,43.76451531469489,-79.57602400000002,43.7600778,-79.5717598
1862,Humbermede,Sharks Sports Club,Sports Bar,Sports,0,0,43.76448059019354,-79.57433005481566,43.7600778,-79.5717598
1863,Humbermede,Rabba Fine Foods,Convenience Store,Convenience,0,0,43.75919983504418,-79.58301923378089,43.7600778,-79.5717598
1864,Humewood-Cedarvale,Yo Amo Tacos,Mexican Restaurant,Restaurant,1,0,43.764782,-79.576336,43.7600778,-79.5717598
1865,Humewood-Cedarvale,Tim Hortons,Coffee Shop,Coffee,0,0,43.76451531469489,-79.57602400000002,43.7600778,-79.5717598
1866,Humewood-Cedarvale,Sharks Sports Club,Sports Bar,Sports,0,0,43.76448059019354,-79.57433005481566,43.7600778,-79.5717598
1867,Humewood-Cedarvale,Rabba Fine Foods,Convenience Store,Convenience,0,0,43.75919983504418,-79.58301923378089,43.7600778,-79.5717598
1868,Ionview,PetSmart,Pet Store,Pet,0,0,43.73008097362922,-79.2820815810203,43.7359904,-79.2765146
1869,Ionview,Baran's Turkish Restaurant & Bar,Turkish Restaurant,Restaurant,1,0,43.72897800106711,-79.28081055404853,43.7359904,-79.2765146
1870,Ionview,Vienna Fine Foods,Deli / Bodega,Deli,0,0,43.733638786308916,-79.27929783335928,43.7359904,-79.2765146
1871,Ionview,Costco Business Center,Warehouse Store,Warehouse,0,0,43.73087869819469,-79.28341250574857,43.7359904,-79.2765146
1872,Ionview,Chung Moi,Chinese Restaurant,Restaurant,1,0,43.73232776751296,-79.26932737877392,43.7359904,-79.2765146
1873,Ionview,Mandarin Buffet,Chinese Restaurant,Restaurant,1,0,43.73048153155327,-79.27906381364065,43.7359904,-79.2765146
1874,Ionview,LA Fitness,Gym / Fitness Center,Gym,0,0,43.730396388418576,-79.28517752385322,43.7359904,-79.2765146
1875,Ionview,TD Canada Trust,Bank,Bank,0,0,43.7292817,-79.2827795,43.7359904,-79.2765146
1876,Ionview,Al Premium Food Mart,Supermarket,Supermarket,0,0,43.7305171574657,-79.28517963708036,43.7359904,-79.2765146
1877,Ionview,The Arkadia House,Greek Restaurant,Restaurant,1,0,43.72910211930951,-79.28127738402141,43.7359904,-79.2765146
1878,Ionview,Popeyes Louisiana Kitchen,Fried Chicken Joint,Fried,0,0,43.729141,-79.283079,43.7359904,-79.2765146
1879,Ionview,Laser Quest,Laser Tag,Laser,0,0,43.729261850871524,-79.28432084478683,43.7359904,-79.2765146
1880,Ionview,Subway,Sandwich Place,Sandwich,0,0,43.73166209424025,-79.26863193511963,43.7359904,-79.2765146
1881,Ionview,Staples Scarborough South,Paper / Office Supplies Store,Paper,0,0,43.72927920787797,-79.284047390213,43.7359904,-79.2765146
1882,Ionview,Tim Hortons,Coffee Shop,Coffee,0,0,43.732134410174226,-79.2682641425723,43.7359904,-79.2765146
1883,Ionview,TD Canada Trust,Bank,Bank,0,0,43.733135696904675,-79.2678938806074,43.7359904,-79.2765146
1884,Ionview,Tim Hortons,Coffee Shop,Coffee,0,0,43.728374944599516,-79.27891284227371,43.7359904,-79.2765146
1885,Ionview,Rob's No Frills,Grocery Store,Grocery,0,0,43.73310382148854,-79.26688814468274,43.7359904,-79.2765146
1886,Ionview,Goodlad Diamonds,Baseball Field,Baseball,0,0,43.74302032551594,-79.27120384001664,43.7359904,-79.2765146
1887,Ionview,Dollar Tree,Discount Store,Discount,0,0,43.7326694,-79.2664148,43.7359904,-79.2765146
